aaa	
wsel	ᘶᘰ
wsem	ᘰᘶ
wsen	ᘷᘰ
wseo	ᘰᘷ
wsep	ᘸᘰ
wseq	ᘰᘸ
wser	ᘹᘰ
wses	ᘰᘹ
wset	ᘺᘰ
wseu	ᘰᘺ
wsev	ᘻᘰ
wsew	ᘰᘻ
wsex	ᘼᘰ
wsey	ᘰᘼ
wsez	ᘽᘰ
wsfa	᫹᫹
wsfb	᫺᫹
wsfc	᫹᫺
wsfd	᫻᫹
wsfe	᫹᫻
wsff	᫼᫹
wsfg	᫹᫼
wsfh	᫽᫹
wsfi	᫹᫽
wsfj	᫾᫹
wsfk	᫹᫾
wsfl	᫿᫹
wsfm	᫹᫿
wsfn	ᬀ᫹
wsfo	᫹ᬀ
wsfp	ᬁ᫹
wsfq	᫹ᬁ
wsfr	ᬂ᫹
wsfs	᫹ᬂ
wsft	ᬃ᫹
wsfu	᫹ᬃ
wsfv	ᬄ᫹
wsfw	᫹ᬄ
wsfx	ᬅ᫹
wsfy	᫹ᬅ
wsga	ῂῂ
wsgb	ῃῂ
wsgc	ῂῃ
wsgd	ῄῂ
wsge	ῂῄ
wsgf	῅ῂ
wsgg	ῂ῅
wsgh	ῆῂ
wsgi	ῂῆ
wsgj	ῇῂ
wsgk	ῂῇ
wsgl	Ὲῂ
wsgm	ῂῈ
wsgn	Έῂ
wsgo	ῂΈ
wsgp	Ὴῂ
wsgq	ῂῊ
wsgr	Ήῂ
wsgs	ῂΉ
wsgt	ῌῂ
wsgu	ῂῌ
wsgv	῍ῂ
wsgw	ῂ῍
wsha	⒋⒋
wshb	⒌⒋
wshc	⒋⒌
wshd	⒍⒋
wshe	⒋⒍
wshf	⒎⒋
wshg	⒋⒎
wshh	⒏⒋
wshi	⒋⒏
wshj	⒐⒋
wshk	⒋⒐
wshl	⒑⒋
wshm	⒋⒑
wshn	⒒⒋
wsho	⒋⒒
wshp	⒓⒋
wshq	⒋⒓
wshr	⒔⒋
wshs	⒋⒔
wsht	⒕⒋
wshu	⒋⒕
wshv	⒖⒋
wsia	⥔⥔
wsib	⥕⥔
wsic	⥔⥕
wsid	⥖⥔
wsie	⥔⥖
wsif	⥗⥔
wsig	⥔⥗
wsih	⥘⥔
wsii	⥔⥘
wsij	⥙⥔
wsik	⥔⥙
wsil	⥚⥔
wsim	⥔⥚
wsin	⥛⥔
wsio	⥔⥛
wsip	⥜⥔
wsiq	⥔⥜
wsir	⥝⥔
wsis	⥔⥝
wsit	⥞⥔
wsiu	⥔⥞
wsja	⸝⸝
wsjb	⸞⸝
wsjc	⸝⸞
wsjd	⸟⸝
wsje	⸝⸟
wsjf	⸠⸝
wsjg	⸝⸠
wsjh	⸡⸝
wsji	⸝⸡
wsjj	⸢⸝
wsjk	⸝⸢
wsjl	⸣⸝
wsjm	⸝⸣
wsjn	⸤⸝
wsjo	⸝⸤
wsjp	⸥⸝
wsjq	⸝⸥
wsjr	⸦⸝
wsjs	⸝⸦
wsjt	⸧⸝
wska	㋦㋦
wskb	㋧㋦
wskc	㋦㋧
wskd	㋨㋦
wske	㋦㋨
wskf	㋩㋦
wskg	㋦㋩
wskh	㋪㋦
wski	㋦㋪
wskj	㋫㋦
wskk	㋦㋫
wskl	㋬㋦
wskm	㋦㋬
wskn	㋭㋦
wsko	㋦㋭
wskp	㋮㋦
wskq	㋦㋮
wskr	㋯㋦
wsks	㋦㋯
wtaa	̯̯
wtab	̰̯
wtac	̯̰
wtad	̱̯
wtae	̯̱
wtaf	̲̯
wtag	̯̲
wtah	̳̯
wtai	̯̳
wtaj	̴̯
wtak	̴̯
wtal	̵̯
wtam	̵̯
wtan	̶̯
wtao	̶̯
wtap	̷̯
wtaq	̷̯
wtar	̸̯
wtas	̸̯
wtat	̹̯
wtau	̯̹
wtav	̺̯
wtaw	̯̺
wtax	̻̯
wtay	̯̻
wtaz	̼̯
wtba	߸߸
wtbb	߹߸
wtbc	߸߹
wtbd	ߺ߸
wtbe	߸ߺ
wtbf	߻߸
wtbg	߸߻
wtbh	߼߸
wtbi	߸߼
wtbj	߽߸
wtbk	߸߽
wtbl	߾߸
wtbm	߸߾
wtbn	߿߸
wtbo	߸߿
wtbp	ࠀ߸
wtbq	߸ࠀ
wtbr	ࠁ߸
wtbs	߸ࠁ
wtbt	ࠂ߸
wtbu	߸ࠂ
wtbv	ࠃ߸
wtbw	߸ࠃ
wtbx	ࠄ߸
wtby	߸ࠄ
wtbz	ࠅ߸
wtca	ುು
wtcb	ೂು
wtcc	ುೂ
wtcd	ೃು
wtce	ುೃ
wtcf	ೄು
wtcg	ುೄ
wtch	೅ು
wtci	ು೅
wtcj	ೆು
wtck	ುೆ
wtcl	ೇು
wtcm	ುೇ
wtcn	ೈು
wtco	ುೈ
wtcp	೉ು
wtcq	ು೉
wtcr	ೊು
wtcs	ುೊ
wtct	ೋು
wtcu	ುೋ
wtcv	ೌು
wtcw	ುೌ
wtcx	್ು
wtcy	ು್
wtcz	೎ು
wtda	ᆊᆊ
wtdb	ᆋᆊ
wtdc	ᆊᆋ
wtdd	ᆌᆊ
wtde	ᆊᆌ
wtdf	ᆍᆊ
wtdg	ᆊᆍ
wtdh	ᆎᆊ
wtdi	ᆊᆎ
wtdj	ᆏᆊ
wtdk	ᆊᆏ
wtdl	ᆐᆊ
wtdm	ᆊᆐ
wtdn	ᆑᆊ
wtdo	ᆊᆑ
wtdp	ᆒᆊ
wtdq	ᆊᆒ
wtdr	ᆓᆊ
wtds	ᆊᆓ
wtdt	ᆔᆊ
wtdu	ᆊᆔ
wtdv	ᆕᆊ
wtdw	ᆊᆕ
wtdx	ᆖᆊ
wtdy	ᆊᆖ
wtdz	ᆗᆊ
wtea	ᙓᙓ
wteb	ᙔᙓ
wtec	ᙓᙔ
wted	ᙕᙓ
wtee	ᙓᙕ
wtef	ᙖᙓ
wteg	ᙓᙖ
wteh	ᙗᙓ
wtei	ᙓᙗ
wtej	ᙘᙓ
wtek	ᙓᙘ
wtel	ᙙᙓ
wtem	ᙓᙙ
wten	ᙚᙓ
wteo	ᙓᙚ
wtep	ᙛᙓ
wteq	ᙓᙛ
wter	ᙜᙓ
wtes	ᙓᙜ
wtet	ᙝᙓ
wteu	ᙓᙝ
wtev	ᙞᙓ
wtew	ᙓᙞ
wtex	ᙟᙓ
wtey	ᙓᙟ
wtez	ᙠᙓ
wtfa	ᬜᬜ
wtfb	ᬝᬜ
wtfc	ᬜᬝ
wtfd	ᬞᬜ
wtfe	ᬜᬞ
wtff	ᬟᬜ
wtfg	ᬜᬟ
wtfh	ᬠᬜ
wtfi	ᬜᬠ
wtfj	ᬡᬜ
wtfk	ᬜᬡ
wtfl	ᬢᬜ
wtfm	ᬜᬢ
wtfn	ᬣᬜ
wtfo	ᬜᬣ
wtfp	ᬤᬜ
wtfq	ᬜᬤ
wtfr	ᬥᬜ
wtfs	ᬜᬥ
wtft	ᬦᬜ
wtfu	ᬜᬦ
wtfv	ᬧᬜ
wtfw	ᬜᬧ
wtfx	ᬨᬜ
wtfy	ᬜᬨ
wtga	ῥῥ
wtgb	ῦῥ
wtgc	ῥῦ
wtgd	ῧῥ
wtge	ῥῧ
wtgf	Ῠῥ
wtgg	ῥῨ
wtgh	Ῡῥ
wtgi	ῥῩ
wtgj	Ὺῥ
wtgk	ῥῪ
wtgl	Ύῥ
wtgm	ῥΎ
wtgn	Ῥῥ
wtgo	ῥῬ
wtgp	῭ῥ
wtgq	ῥ῭
wtgr	΅ῥ
wtgs	ῥ΅
wtgt	`ῥ
wtgu	ῥ`
wtgv	῰ῥ
wtgw	ῥ῰
wtha	⒮⒮
wthb	⒯⒮
wthc	⒮⒯
wthd	⒰⒮
wthe	⒮⒰
wthf	⒱⒮
wthg	⒮⒱
wthh	⒲⒮
wthi	⒮⒲
wthj	⒳⒮
wthk	⒮⒳
wthl	⒴⒮
wthm	⒮⒴
wthn	⒵⒮
wtho	⒮⒵
wthp	Ⓐ⒮
wthq	⒮Ⓐ
wthr	Ⓑ⒮
wths	⒮Ⓑ
wtht	Ⓒ⒮
wthu	⒮Ⓒ
wthv	Ⓓ⒮
wtia	⥷⥷
wtib	⥸⥷
wtic	⥷⥸
wtid	⥹⥷
wtie	⥷⥹
wtif	⥺⥷
wtig	⥷⥺
wtih	⥻⥷
wtii	⥷⥻
wtij	⥼⥷
wtik	⥷⥼
wtil	⥽⥷
wtim	⥷⥽
wtin	⥾⥷
wtio	⥷⥾
wtip	⥿⥷
wtiq	⥷⥿
wtir	⦀⥷
wtis	⥷⦀
wtit	⦁⥷
wtiu	⥷⦁
wtja	⹀⹀
wtjb	⹁⹀
wtjc	⹀⹁
wtjd	⹂⹀
wtje	⹀⹂
wtjf	⹃⹀
wtjg	⹀⹃
wtjh	⹄⹀
wtji	⹀⹄
wtjj	⹅⹀
wtjk	⹀⹅
wtjl	⹆⹀
wtjm	⹀⹆
wtjn	⹇⹀
wtjo	⹀⹇
wtjp	⹈⹀
wtjq	⹀⹈
wtjr	⹉⹀
wtjs	⹀⹉
wtjt	⹊⹀
wtka	㌉㌉
wtkb	㌊㌉
wtkc	㌉㌊
wtkd	㌋㌉
wtke	㌉㌋
wtkf	㌌㌉
wtkg	㌉㌌
wtkh	㌍㌉
wtki	㌉㌍
wtkj	㌎㌉
wtkk	㌉㌎
wtkl	㌏㌉
wtkm	㌉㌏
wtkn	㌐㌉
wtko	㌉㌐
wtkp	㌑㌉
wtkq	㌉㌑
wtkr	㌒㌉
wtks	㌉㌒
wuaa	͒͒
wuab	͓͒
wuac	͓͒
wuad	͔͒
wuae	͔͒
wuaf	͕͒
wuag	͕͒
wuah	͖͒
wuai	͖͒
wuaj	͗͒
wuak	͒͗
wual	͒͘
wuam	͒͘
wuan	͙͒
wuao	͙͒
wuap	͚͒
wuaq	͚͒
wuar	͛͒
wuas	͒͛
wuat	͒͜
wuau	͒͜
wuav	͒͝
wuaw	͒͝
wuax	͒͞
wuay	͒͞
wuaz	͒͟
wuba	ࠛࠛ
wubb	ࠜࠛ
wubc	ࠛࠜ
wubd	ࠝࠛ
wube	ࠛࠝ
wubf	ࠞࠛ
wubg	ࠛࠞ
wubh	ࠟࠛ
wubi	ࠛࠟ
wubj	ࠠࠛ
wubk	ࠛࠠ
wubl	ࠡࠛ
wubm	ࠛࠡ
wubn	ࠢࠛ
wubo	ࠛࠢ
wubp	ࠣࠛ
wubq	ࠛࠣ
wubr	ࠤࠛ
wubs	ࠛࠤ
wubt	ࠥࠛ
wubu	ࠛࠥ
wubv	ࠦࠛ
wubw	ࠛࠦ
wubx	ࠧࠛ
wuby	ࠛࠧ
wubz	ࠨࠛ
wuca	೤೤
wucb	೥೤
wucc	೤೥
wucd	೦೤
wuce	೤೦
wucf	೧೤
wucg	೤೧
wuch	೨೤
wuci	೤೨
wucj	೩೤
wuck	೤೩
wucl	೪೤
wucm	೤೪
wucn	೫೤
wuco	೤೫
wucp	೬೤
wucq	೤೬
wucr	೭೤
wucs	೤೭
wuct	೮೤
wucu	೤೮
wucv	೯೤
wucw	೤೯
wucx	೰೤
wucy	೤೰
wucz	ೱ೤
wuda	ᆭᆭ
wudb	ᆮᆭ
wudc	ᆭᆮ
wudd	ᆯᆭ
wude	ᆭᆯ
wudf	ᆰᆭ
wudg	ᆭᆰ
wudh	ᆱᆭ
wudi	ᆭᆱ
wudj	ᆲᆭ
wudk	ᆭᆲ
wudl	ᆳᆭ
wudm	ᆭᆳ
wudn	ᆴᆭ
wudo	ᆭᆴ
wudp	ᆵᆭ
wudq	ᆭᆵ
wudr	ᆶᆭ
wuds	ᆭᆶ
wudt	ᆷᆭ
wudu	ᆭᆷ
wudv	ᆸᆭ
wudw	ᆭᆸ
wudx	ᆹᆭ
wudy	ᆭᆹ
wudz	ᆺᆭ
wuea	ᙶᙶ
wueb	ᙷᙶ
wuec	ᙶᙷ
wued	ᙸᙶ
wuee	ᙶᙸ
wuef	ᙹᙶ
wueg	ᙶᙹ
wueh	ᙺᙶ
wuei	ᙶᙺ
wuej	ᙻᙶ
wuek	ᙶᙻ
wuel	ᙼᙶ
wuem	ᙶᙼ
wuen	ᙽᙶ
wueo	ᙶᙽ
wuep	ᙾᙶ
wueq	ᙶᙾ
wuer	ᙿᙶ
wues	ᙶᙿ
wuet	 ᙶ
wueu	ᙶ 
wuev	ᚁᙶ
wuew	ᙶᚁ
wuex	ᚂᙶ
wuey	ᙶᚂ
wuez	ᚃᙶ
wufa	ᬿᬿ
wufb	ᭀᬿ
wufc	ᬿᭀ
wufd	ᭁᬿ
wufe	ᬿᭁ
wuff	ᭂᬿ
wufg	ᬿᭂ
wufh	ᭃᬿ
wufi	ᬿᭃ
wufj	᭄ᬿ
wufk	ᬿ᭄
wufl	ᭅᬿ
wufm	ᬿᭅ
wufn	ᭆᬿ
wufo	ᬿᭆ
wufp	ᭇᬿ
wufq	ᬿᭇ
wufr	ᭈᬿ
wufs	ᬿᭈ
wuft	ᭉᬿ
wufu	ᬿᭉ
wufv	ᭊᬿ
wufw	ᬿᭊ
wufx	ᭋᬿ
wufy	ᬿᭋ
wuga	  
wugb	  
wugc	  
wugd	  
wuge	  
wugf	​ 
wugg	 ​
wugh	‌ 
wugi	 ‌
wugj	‍ 
wugk	 ‍
wugl	‎ 
wugm	 ‎
wugn	‏ 
wugo	 ‏
wugp	‐ 
wugq	 ‐
wugr	‑ 
wugs	 ‑
wugt	‒ 
wugu	 ‒
wugv	– 
wugw	 –
wuha	ⓑⓑ
wuhb	ⓒⓑ
wuhc	ⓑⓒ
wuhd	ⓓⓑ
wuhe	ⓑⓓ
wuhf	ⓔⓑ
wuhg	ⓑⓔ
wuhh	ⓕⓑ
wuhi	ⓑⓕ
wuhj	ⓖⓑ
wuhk	ⓑⓖ
wuhl	ⓗⓑ
wuhm	ⓑⓗ
wuhn	ⓘⓑ
wuho	ⓑⓘ
wuhp	ⓙⓑ
wuhq	ⓑⓙ
wuhr	ⓚⓑ
wuhs	ⓑⓚ
wuht	ⓛⓑ
wuhu	ⓑⓛ
wuhv	ⓜⓑ
wuia	⦚⦚
wuib	⦛⦚
wuic	⦚⦛
wuid	⦜⦚
wuie	⦚⦜
wuif	⦝⦚
wuig	⦚⦝
wuih	⦞⦚
wuii	⦚⦞
wuij	⦟⦚
wuik	⦚⦟
wuil	⦠⦚
wuim	⦚⦠
wuin	⦡⦚
wuio	⦚⦡
wuip	⦢⦚
wuiq	⦚⦢
wuir	⦣⦚
wuis	⦚⦣
wuit	⦤⦚
wuiu	⦚⦤
wuja	⹣⹣
wujb	⹤⹣
wujc	⹣⹤
wujd	⹥⹣
wuje	⹣⹥
wujf	⹦⹣
wujg	⹣⹦
wujh	⹧⹣
wuji	⹣⹧
wujj	⹨⹣
wujk	⹣⹨
wujl	⹩⹣
wujm	⹣⹩
wujn	⹪⹣
wujo	⹣⹪
wujp	⹫⹣
wujq	⹣⹫
wujr	⹬⹣
wujs	⹣⹬
wujt	⹭⹣
wuka	㌬㌬
wukb	㌭㌬
wukc	㌬㌭
wukd	㌮㌬
wuke	㌬㌮
wukf	㌯㌬
wukg	㌬㌯
wukh	㌰㌬
wuki	㌬㌰
wukj	㌱㌬
wukk	㌬㌱
wukl	㌲㌬
wukm	㌬㌲
wukn	㌳㌬
wuko	㌬㌳
wukp	㌴㌬
wukq	㌬㌴
wukr	㌵㌬
wuks	㌬㌵
wvaa	͵͵
wvab	Ͷ͵
wvac	͵Ͷ
wvad	ͷ͵
wvae	͵ͷ
wvaf	͸͵
wvag	͵͸
wvah	͹͵
wvai	͵͹
wvaj	ͺ͵
wvak	͵ͺ
wval	ͻ͵
wvam	͵ͻ
wvan	ͼ͵
wvao	͵ͼ
wvap	ͽ͵
wvaq	͵ͽ
wvar	;͵
wvas	͵;
wvat	Ϳ͵
wvau	͵Ϳ
wvav	΀͵
wvaw	͵΀
wvax	΁͵
wvay	͵΁
wvaz	΂͵
wvba	࠾࠾
wvbb	࠿࠾
wvbc	࠾࠿
wvbd	ࡀ࠾
wvbe	࠾ࡀ
wvbf	ࡁ࠾
wvbg	࠾ࡁ
wvbh	ࡂ࠾
wvbi	࠾ࡂ
wvbj	ࡃ࠾
wvbk	࠾ࡃ
wvbl	ࡄ࠾
wvbm	࠾ࡄ
wvbn	ࡅ࠾
wvbo	࠾ࡅ
wvbp	ࡆ࠾
wvbq	࠾ࡆ
wvbr	ࡇ࠾
wvbs	࠾ࡇ
wvbt	ࡈ࠾
wvbu	࠾ࡈ
wvbv	ࡉ࠾
wvbw	࠾ࡉ
wvbx	ࡊ࠾
wvby	࠾ࡊ
wvbz	ࡋ࠾
wvca	ഇഇ
wvcb	ഈഇ
wvcc	ഇഈ
wvcd	ഉഇ
wvce	ഇഉ
wvcf	ഊഇ
wvcg	ഇഊ
wvch	ഋഇ
wvci	ഇഋ
wvcj	ഌഇ
wvck	ഇഌ
wvcl	഍ഇ
wvcm	ഇ഍
wvcn	എഇ
wvco	ഇഎ
wvcp	ഏഇ
wvcq	ഇഏ
wvcr	ഐഇ
wvcs	ഇഐ
wvct	഑ഇ
wvcu	ഇ഑
wvcv	ഒഇ
wvcw	ഇഒ
wvcx	ഓഇ
wvcy	ഇഓ
wvcz	ഔഇ
wvda	ᇐᇐ
wvdb	ᇑᇐ
wvdc	ᇐᇑ
wvdd	ᇒᇐ
wvde	ᇐᇒ
wvdf	ᇓᇐ
wvdg	ᇐᇓ
wvdh	ᇔᇐ
wvdi	ᇐᇔ
wvdj	ᇕᇐ
wvdk	ᇐᇕ
wvdl	ᇖᇐ
wvdm	ᇐᇖ
wvdn	ᇗᇐ
wvdo	ᇐᇗ
wvdp	ᇘᇐ
wvdq	ᇐᇘ
wvdr	ᇙᇐ
wvds	ᇐᇙ
wvdt	ᇚᇐ
wvdu	ᇐᇚ
wvdv	ᇛᇐ
wvdw	ᇐᇛ
wvdx	ᇜᇐ
wvdy	ᇐᇜ
wvdz	ᇝᇐ
wvea	ᚙᚙ
wveb	ᚚᚙ
wvec	ᚙᚚ
wved	᚛ᚙ
wvee	ᚙ᚛
wvef	᚜ᚙ
wveg	ᚙ᚜
wveh	᚝ᚙ
wvei	ᚙ᚝
wvej	᚞ᚙ
wvek	ᚙ᚞
wvel	᚟ᚙ
wvem	ᚙ᚟
wven	ᚠᚙ
wveo	ᚙᚠ
wvep	ᚡᚙ
wveq	ᚙᚡ
wver	ᚢᚙ
wves	ᚙᚢ
wvet	ᚣᚙ
wveu	ᚙᚣ
wvev	ᚤᚙ
wvew	ᚙᚤ
wvex	ᚥᚙ
wvey	ᚙᚥ
wvez	ᚦᚙ
wvfa	᭢᭢
wvfb	᭣᭢
wvfc	᭢᭣
wvfd	᭤᭢
wvfe	᭢᭤
wvff	᭥᭢
wvfg	᭢᭥
wvfh	᭦᭢
wvfi	᭢᭦
wvfj	᭧᭢
wvfk	᭢᭧
wvfl	᭨᭢
wvfm	᭢᭨
wvfn	᭩᭢
wvfo	᭢᭩
wvfp	᭪᭢
wvfq	᭢᭪
wvfr	᭫᭢
wvfs	᭢᭫
wvft	᭬᭢
wvfu	᭢᭬
wvfv	᭭᭢
wvfw	᭢᭭
wvfx	᭮᭢
wvfy	᭢᭮
wvga	‫‫
wvgb	‬‫
wvgc	‫‬
wvgd	‭‫
wvge	‫‭
wvgf	‮‫
wvgg	‫‮
wvgh	 ‫
wvgi	‫ 
wvgj	‰‫
wvgk	‫‰
wvgl	‱‫
wvgm	‫‱
wvgn	′‫
wvgo	‫′
wvgp	″‫
wvgq	‫″
wvgr	‴‫
wvgs	‫‴
wvgt	‵‫
wvgu	‫‵
wvgv	‶‫
wvgw	‫‶
wvha	⓴⓴
wvhb	⓵⓴
wvhc	⓴⓵
wvhd	⓶⓴
wvhe	⓴⓶
wvhf	⓷⓴
wvhg	⓴⓷
wvhh	⓸⓴
wvhi	⓴⓸
wvhj	⓹⓴
wvhk	⓴⓹
wvhl	⓺⓴
wvhm	⓴⓺
wvhn	⓻⓴
wvho	⓴⓻
wvhp	⓼⓴
wvhq	⓴⓼
wvhr	⓽⓴
wvhs	⓴⓽
wvht	⓾⓴
wvhu	⓴⓾
wvhv	⓿⓴
wvia	⦽⦽
wvib	⦾⦽
wvic	⦽⦾
wvid	⦿⦽
wvie	⦽⦿
wvif	⧀⦽
wvig	⦽⧀
wvih	⧁⦽
wvii	⦽⧁
wvij	⧂⦽
wvik	⦽⧂
wvil	⧃⦽
wvim	⦽⧃
wvin	⧄⦽
wvio	⦽⧄
wvip	⧅⦽
wviq	⦽⧅
wvir	⧆⦽
wvis	⦽⧆
wvit	⧇⦽
wviu	⦽⧇
wvka	㍏㍏
wvkb	㍐㍏
wvkc	㍏㍐
wvkd	㍑㍏
wvke	㍏㍑
wvkf	㍒㍏
wvkg	㍏㍒
wvkh	㍓㍏
wvki	㍏㍓
wvkj	㍔㍏
wvkk	㍏㍔
wvkl	㍕㍏
wvkm	㍏㍕
wvkn	㍖㍏
wvko	㍏㍖
wvkp	㍗㍏
wvkq	㍏㍗
wvkr	㍘㍏
wvks	㍏㍘
wwaa	ΘΘ
wwab	ΙΘ
wwac	ΘΙ
wwad	ΚΘ
wwae	ΘΚ
wwaf	ΛΘ
wwag	ΘΛ
wwah	ΜΘ
wwai	ΘΜ
wwaj	ΝΘ
wwak	ΘΝ
wwal	ΞΘ
wwam	ΘΞ
wwan	ΟΘ
wwao	ΘΟ
wwap	ΠΘ
wwaq	ΘΠ
wwar	ΡΘ
wwas	ΘΡ
wwat	΢Θ
wwau	Θ΢
wwav	ΣΘ
wwaw	ΘΣ
wwax	ΤΘ
wway	ΘΤ
wwaz	ΥΘ
wwba	ࡡࡡ
wwbb	ࡢࡡ
wwbc	ࡡࡢ
wwbd	ࡣࡡ
wwbe	ࡡࡣ
wwbf	ࡤࡡ
wwbg	ࡡࡤ
wwbh	ࡥࡡ
wwbi	ࡡࡥ
wwbj	ࡦࡡ
wwbk	ࡡࡦ
wwbl	ࡧࡡ
wwbm	ࡡࡧ
wwbn	ࡨࡡ
wwbo	ࡡࡨ
wwbp	ࡩࡡ
wwbq	ࡡࡩ
wwbr	ࡪࡡ
wwbs	ࡡࡪ
wwbt	࡫ࡡ
wwbu	ࡡ࡫
wwbv	࡬ࡡ
wwbw	ࡡ࡬
wwbx	࡭ࡡ
wwby	ࡡ࡭
wwbz	࡮ࡡ
wwca	പപ
wwcb	ഫപ
wwcc	പഫ
wwcd	ബപ
wwce	പബ
wwcf	ഭപ
wwcg	പഭ
wwch	മപ
wwci	പമ
wwcj	യപ
wwck	പയ
wwcl	രപ
wwcm	പര
wwcn	റപ
wwco	പറ
wwcp	ലപ
wwcq	പല
wwcr	ളപ
wwcs	പള
wwct	ഴപ
wwcu	പഴ
wwcv	വപ
wwcw	പവ
wwcx	ശപ
wwcy	പശ
wwcz	ഷപ
wwda	ᇳᇳ
wwdb	ᇴᇳ
wwdc	ᇳᇴ
wwdd	ᇵᇳ
wwde	ᇳᇵ
wwdf	ᇶᇳ
wwdg	ᇳᇶ
wwdh	ᇷᇳ
wwdi	ᇳᇷ
wwdj	ᇸᇳ
wwdk	ᇳᇸ
wwdl	ᇹᇳ
wwdm	ᇳᇹ
wwdn	ᇺᇳ
wwdo	ᇳᇺ
wwdp	ᇻᇳ
wwdq	ᇳᇻ
wwdr	ᇼᇳ
wwds	ᇳᇼ
wwdt	ᇽᇳ
wwdu	ᇳᇽ
wwdv	ᇾᇳ
wwdw	ᇳᇾ
wwdx	ᇿᇳ
wwdy	ᇳᇿ
wwdz	ሀᇳ
wwea	ᚼᚼ
wweb	ᚽᚼ
wwec	ᚼᚽ
wwed	ᚾᚼ
wwee	ᚼᚾ
wwef	ᚿᚼ
wweg	ᚼᚿ
wweh	ᛀᚼ
wwei	ᚼᛀ
wwej	ᛁᚼ
wwek	ᚼᛁ
wwel	ᛂᚼ
wwem	ᚼᛂ
wwen	ᛃᚼ
wweo	ᚼᛃ
wwep	ᛄᚼ
wweq	ᚼᛄ
wwer	ᛅᚼ
wwes	ᚼᛅ
wwet	ᛆᚼ
wweu	ᚼᛆ
wwev	ᛇᚼ
wwew	ᚼᛇ
wwex	ᛈᚼ
wwey	ᚼᛈ
wwez	ᛉᚼ
wwfa	ᮅᮅ
wwfb	ᮆᮅ
wwfc	ᮅᮆ
wwfd	ᮇᮅ
wwfe	ᮅᮇ
wwff	ᮈᮅ
wwfg	ᮅᮈ
wwfh	ᮉᮅ
wwfi	ᮅᮉ
wwfj	ᮊᮅ
wwfk	ᮅᮊ
wwfl	ᮋᮅ
wwfm	ᮅᮋ
wwfn	ᮌᮅ
wwfo	ᮅᮌ
wwfp	ᮍᮅ
wwfq	ᮅᮍ
wwfr	ᮎᮅ
wwfs	ᮅᮎ
wwft	ᮏᮅ
wwfu	ᮅᮏ
wwfv	ᮐᮅ
wwfw	ᮅᮐ
wwfx	ᮑᮅ
wwfy	ᮅᮑ
wwga	⁎⁎
wwgb	⁏⁎
wwgc	⁎⁏
wwgd	⁐⁎
wwge	⁎⁐
wwgf	⁑⁎
wwgg	⁎⁑
wwgh	⁒⁎
wwgi	⁎⁒
wwgj	⁓⁎
wwgk	⁎⁓
wwgl	⁔⁎
wwgm	⁎⁔
wwgn	⁕⁎
wwgo	⁎⁕
wwgp	⁖⁎
wwgq	⁎⁖
wwgr	⁗⁎
wwgs	⁎⁗
wwgt	⁘⁎
wwgu	⁎⁘
wwgv	⁙⁎
wwgw	⁎⁙
wwha	┗┗
wwhb	┘┗
wwhc	┗┘
wwhd	┙┗
wwhe	┗┙
wwhf	┚┗
wwhg	┗┚
wwhh	┛┗
wwhi	┗┛
wwhj	├┗
wwhk	┗├
wwhl	┝┗
wwhm	┗┝
wwhn	┞┗
wwho	┗┞
wwhp	┟┗
wwhq	┗┟
wwhr	┠┗
wwhs	┗┠
wwht	┡┗
wwhu	┗┡
wwhv	┢┗
wwia	⧠⧠
wwib	⧡⧠
wwic	⧠⧡
wwid	⧢⧠
wwie	⧠⧢
wwif	⧣⧠
wwig	⧠⧣
wwih	⧤⧠
wwii	⧠⧤
wwij	⧥⧠
wwik	⧠⧥
wwil	⧦⧠
wwim	⧠⧦
wwin	⧧⧠
wwio	⧠⧧
wwip	⧨⧠
wwiq	⧠⧨
wwir	⧩⧠
wwis	⧠⧩
wwit	⧪⧠
wwiu	⧠⧪
wwka	㍲㍲
wwkb	㍳㍲
wwkc	㍲㍳
wwkd	㍴㍲
wwke	㍲㍴
wwkf	㍵㍲
wwkg	㍲㍵
wwkh	㍶㍲
wwki	㍲㍶
wwkj	㍷㍲
wwkk	㍲㍷
wwkl	㍸㍲
wwkm	㍲㍸
wwkn	㍹㍲
wwko	㍲㍹
wwkp	㍺㍲
wwkq	㍲㍺
wwkr	㍻㍲
wwks	㍲㍻
wxaa	λλ
wxab	μλ
wxac	λμ
wxad	νλ
wxae	λν
wxaf	ξλ
wxag	λξ
wxah	ολ
wxai	λο
wxaj	πλ
wxak	λπ
wxal	ρλ
wxam	λρ
wxan	ςλ
wxao	λς
wxap	σλ
wxaq	λσ
wxar	τλ
wxas	λτ
wxat	υλ
wxau	λυ
wxav	φλ
wxaw	λφ
wxax	χλ
wxay	λχ
wxaz	ψλ
wxba	ࢄࢄ
wxbb	ࢅࢄ
wxbc	ࢄࢅ
wxbd	ࢆࢄ
wxbe	ࢄࢆ
wxbf	ࢇࢄ
wxbg	ࢄࢇ
wxbh	࢈ࢄ
wxbi	ࢄ࢈
wxbj	ࢉࢄ
wxbk	ࢄࢉ
wxbl	ࢊࢄ
wxbm	ࢄࢊ
wxbn	ࢋࢄ
wxbo	ࢄࢋ
wxbp	ࢌࢄ
wxbq	ࢄࢌ
wxbr	ࢍࢄ
wxbs	ࢄࢍ
wxbt	ࢎࢄ
wxbu	ࢄࢎ
